@dataValueAttribs		
tmax	-273	9999	degC
@dataSetAttribs		
missingDataVal	-9999	
dataStart	01.01.1987 00:00	
dataEnd	31.12.1990 00:00	
tres	d	
@statAttribVal		
name	Station 7	
ID	7	
elevation	1796	
x	475841	
y	3025970	
dataColumn	7
@dataVal		
01.01.1987 00:00	12.4362	
02.01.1987 00:00	11.8062	
03.01.1987 00:00	12.9612	
04.01.1987 00:00	11.7012	
05.01.1987 00:00	12.2262	
06.01.1987 00:00	15.4812	
07.01.1987 00:00	13.3812	
08.01.1987 00:00	15.6912	
09.01.1987 00:00	14.5362	
10.01.1987 00:00	15.2712	
11.01.1987 00:00	12.3312	
12.01.1987 00:00	14.2212	
13.01.1987 00:00	11.8062	
14.01.1987 00:00	15.4812	
15.01.1987 00:00	14.7462	
16.01.1987 00:00	16.2162	
17.01.1987 00:00	14.1162	
18.01.1987 00:00	16.2162	
19.01.1987 00:00	15.5862	
20.01.1987 00:00	14.9562	
21.01.1987 00:00	13.4862	
22.01.1987 00:00	13.9062	
23.01.1987 00:00	16.7412	
24.01.1987 00:00	16.8462	
25.01.1987 00:00	14.4312	
26.01.1987 00:00	16.4262	
27.01.1987 00:00	15.4812	
28.01.1987 00:00	15.2712	
29.01.1987 00:00	12.4362	
30.01.1987 00:00	14.6412	
31.01.1987 00:00	17.3712	
01.02.1987 00:00	14.7462	
02.02.1987 00:00	14.9562	
03.02.1987 00:00	16.5312	
04.02.1987 00:00	10.0212	
05.02.1987 00:00	12.9612	
06.02.1987 00:00	15.0612	
07.02.1987 00:00	17.6862	
08.02.1987 00:00	14.4312	
09.02.1987 00:00	15.1662	
10.02.1987 00:00	16.3212	
11.02.1987 00:00	14.4312	
12.02.1987 00:00	13.0662	
13.02.1987 00:00	16.0062	
14.02.1987 00:00	18.2112	
15.02.1987 00:00	16.8462	
16.02.1987 00:00	15.3762	
17.02.1987 00:00	17.7912	
18.02.1987 00:00	15.7962	
19.02.1987 00:00	16.9512	
20.02.1987 00:00	17.4762	
21.02.1987 00:00	19.2612	
22.02.1987 00:00	18.0012	
23.02.1987 00:00	19.5762	
24.02.1987 00:00	19.1562	
25.02.1987 00:00	19.8912	
26.02.1987 00:00	18.9462	
27.02.1987 00:00	14.4312	
28.02.1987 00:00	16.8462	
01.03.1987 00:00	16.4262	
02.03.1987 00:00	17.0562	
03.03.1987 00:00	16.1112	
04.03.1987 00:00	15.9012	
05.03.1987 00:00	18.6312	
06.03.1987 00:00	16.7412	
07.03.1987 00:00	16.8462	
08.03.1987 00:00	18.6312	
09.03.1987 00:00	18.1062	
10.03.1987 00:00	16.7412	
11.03.1987 00:00	17.0562	
12.03.1987 00:00	12.0162	
13.03.1987 00:00	12.9612	
14.03.1987 00:00	12.9612	
15.03.1987 00:00	16.0062	
16.03.1987 00:00	14.9562	
17.03.1987 00:00	18.2112	
18.03.1987 00:00	19.0512	
19.03.1987 00:00	21.3612	
20.03.1987 00:00	20.4162	
21.03.1987 00:00	18.7362	
22.03.1987 00:00	20.6262	
23.03.1987 00:00	20.9412	
24.03.1987 00:00	18.8412	
25.03.1987 00:00	22.5162	
26.03.1987 00:00	20.9412	
27.03.1987 00:00	21.3612	
28.03.1987 00:00	23.3562	
29.03.1987 00:00	21.9912	
30.03.1987 00:00	21.7812	
31.03.1987 00:00	23.3562	
01.04.1987 00:00	22.6212	
02.04.1987 00:00	22.8312	
03.04.1987 00:00	25.9812	
04.04.1987 00:00	25.1412	
05.04.1987 00:00	25.0362	
06.04.1987 00:00	25.1412	
07.04.1987 00:00	24.0912	
08.04.1987 00:00	21.9912	
09.04.1987 00:00	21.1512	
10.04.1987 00:00	21.9912	
11.04.1987 00:00	22.0962	
12.04.1987 00:00	22.8312	
13.04.1987 00:00	22.4112	
14.04.1987 00:00	22.9362	
15.04.1987 00:00	23.0412	
16.04.1987 00:00	23.8812	
17.04.1987 00:00	23.0412	
18.04.1987 00:00	23.8812	
19.04.1987 00:00	23.5662	
20.04.1987 00:00	23.1462	
21.04.1987 00:00	23.2512	
22.04.1987 00:00	23.4612	
23.04.1987 00:00	24.0912	
24.04.1987 00:00	24.4062	
25.04.1987 00:00	23.0412	
26.04.1987 00:00	18.8412	
27.04.1987 00:00	18.1062	
28.04.1987 00:00	20.9412	
29.04.1987 00:00	18.9462	
30.04.1987 00:00	16.0062	
01.05.1987 00:00	21.9912	
02.05.1987 00:00	20.3112	
03.05.1987 00:00	16.5312	
04.05.1987 00:00	18.3162	
05.05.1987 00:00	18.6312	
06.05.1987 00:00	14.7462	
07.05.1987 00:00	18.8412	
08.05.1987 00:00	23.6712	
09.05.1987 00:00	23.1462	
10.05.1987 00:00	24.9312	
11.05.1987 00:00	25.5612	
12.05.1987 00:00	26.6112	
13.05.1987 00:00	26.9262	
14.05.1987 00:00	26.5062	
15.05.1987 00:00	27.3462	
16.05.1987 00:00	27.2412	
17.05.1987 00:00	27.2412	
18.05.1987 00:00	27.1362	
19.05.1987 00:00	27.7662	
20.05.1987 00:00	29.7612	
21.05.1987 00:00	27.6612	
22.05.1987 00:00	25.7712	
23.05.1987 00:00	27.3462	
24.05.1987 00:00	28.6062	
25.05.1987 00:00	27.7662	
26.05.1987 00:00	28.6062	
27.05.1987 00:00	29.1312	
28.05.1987 00:00	27.9762	
