@dataValueAttribs							
precip	0	9999	mm				
@dataSetAttribs							
missingDataVal	-9999						
dataStart	01.01.1987 00:00						
dataEnd	31.12.1990 00:00						
tres	d						
@statAttribVal							
name	Station 1	Station 2	Station 3	Station 4	Station 5	Station 6 	Station 7
26.11.1987 00:00	0	0	0	0	0	0	0
27.11.1987 00:00	0	0	0	0	0	0	0
28.11.1987 00:00	0	0	0	0	0	0	0
29.11.1987 00:00	0	0	0	0	0	0	0
30.11.1987 00:00	0	0	0	0	0	0	0
01.12.1987 00:00	0	0	0	0	0	0	0
02.12.1987 00:00	0	0	0	0	0	0	0
03.12.1987 00:00	0	0	0	0	0	0	0
04.12.1987 00:00	0	0	0	0	0	0	0
05.12.1987 00:00	0	0	0	0	0	0	0
06.12.1987 00:00	0	0	0	0	0	0	0
07.12.1987 00:00	0	0	0	0	0	0	0
08.12.1987 00:00	0	0	0	0	0	0	0
09.12.1987 00:00	0	0	0	0	0	0	0
10.12.1987 00:00	0	0	0	0	0	0	0
11.12.1987 00:00	0	0	0	0	0	0	0
12.12.1987 00:00	2.172954431	0.728700801	1.98625504	5.881040224	1.852614067	0.130179673	0
13.12.1987 00:00	13.08794905	17.15342239	12.81616423	5.656143221	5.505891951	19.30117476	23.52595631
14.12.1987 00:00	1.97445399	2.522035509	1.906988797	0	0	0.452156737	0
15.12.1987 00:00	0	0	0	0	0	0	0
16.12.1987 00:00	0	0	0	0	0	0	0
17.12.1987 00:00	0	0	0	0	0	0	0
18.12.1987 00:00	0	0	0	0	0	0	0
19.12.1987 00:00	0	0	0	0	0	0	0
20.12.1987 00:00	0	0	0	0	0	0	0
21.12.1987 00:00	0	0	0	0	0	0	0
22.12.1987 00:00	0	0	0	0	0	0	0
23.12.1987 00:00	0	0	0	0	0	0	0
24.12.1987 00:00	0	0	0	0	0	0	0
25.12.1987 00:00	0	0	0	0	0	0	0
26.12.1987 00:00	0	0	0	0	0	0	0
27.12.1987 00:00	0	0	0	0	0	0	0
28.12.1987 00:00	0	0	0	0	0	0	0
29.12.1987 00:00	0	0	0	0	0	0	0
30.12.1987 00:00	0	0	0	0	0	0	0
31.12.1987 00:00	0	0	0	0	0	0	0
01.01.1988 00:00	0	0	0	0	0	0	0
02.01.1988 00:00	0	0	0	0	0	0	0
03.01.1988 00:00	0	0	0	0	0	0	0
04.01.1988 00:00	0	0	0	0	0	0	0
05.01.1988 00:00	0	0	0	0	0	0	0
06.01.1988 00:00	0	0	0	0	0	0	0
07.01.1988 00:00	1.642685444	0.0608981	1.371355474	5.594561909	1.935264443	8.267830222	13.38101501
08.01.1988 00:00	0.42150205	0.019962284	0.551039754	0.842415645	3.587288549	10.11593746	15.62039272
09.01.1988 00:00	0	0	0	0	0	1.56117189	2.234787175
10.01.1988 00:00	3.434602502	4.396674202	3.35686007	0	0	0.817785239	0
11.01.1988 00:00	0	0	0	0	0	0	0
12.01.1988 00:00	0	0	0	0	0	0	0
13.01.1988 00:00	0	0	0	0	0	0	0
14.01.1988 00:00	0	0	0	0	0	0	0
15.01.1988 00:00	2.220122163	2.853319466	1.990318915	0	0	0.501910658	0
16.01.1988 00:00	0	0	0	0	0	0	0
17.01.1988 00:00	0	0	0	0	0	0	0
18.01.1988 00:00	0	0	0	0	0	0	0
19.01.1988 00:00	0	0	0	0	0	0	0
20.01.1988 00:00	0	0	0	0	0	0	0
21.01.1988 00:00	0	0	0	0	0	0	0
22.01.1988 00:00	0	0	0	0	0	0	0
23.01.1988 00:00	0	0	0	0	0	0	0
24.01.1988 00:00	0	0	0	0	0	0	0
25.01.1988 00:00	0	0	0	0	0	0	0
26.01.1988 00:00	0	0	0	0	0	0	0
27.01.1988 00:00	0	0	0	0	0	0	0
28.01.1988 00:00	0	0	0	0	0	0	0
29.01.1988 00:00	0	0	0	0	0	0	0
30.01.1988 00:00	0	0	0	0	0	0	0
31.01.1988 00:00	0	0	0	0	0	0	0
01.02.1988 00:00	0	0	0	0	0	0	0
02.02.1988 00:00	0	0	0	0	0	0	0
03.02.1988 00:00	0	0	0	0	0	0	0
04.02.1988 00:00	0	0	0	0	0	0	0
05.02.1988 00:00	0	0	0	0	0	0	0
06.02.1988 00:00	0	0	0	0	0	0	0
07.02.1988 00:00	0	0	0	0	0	0	0
08.02.1988 00:00	0	0	0	0	0	0	0
09.02.1988 00:00	0	0	0	0	0	0	0
10.02.1988 00:00	0	0	0	0	0	0	0
11.02.1988 00:00	0	0	0	0	0	0	0
12.02.1988 00:00	0	0	0	0	0	0	0
13.02.1988 00:00	0	0	0	0	0	0	0
14.02.1988 00:00	1.060529383	0.033155194	0.844289651	3.719733034	1.118487406	0	0
15.02.1988 00:00	3.091107681	3.454361275	3.192098453	2.677023262	3.881163424	1.534439888	0.001108088
16.02.1988 00:00	0	0	0	0	0	15.63470651	26.70747237
17.02.1988 00:00	0	0	0	0	0	0	0
18.02.1988 00:00	0	0	0	0	0	0	0
19.02.1988 00:00	0	0	0	0	0	0	0
20.02.1988 00:00	0	0	0	0	0	0	0
21.02.1988 00:00	3.912588426	4.800207251	3.547474362	1.607469717	0.570202867	0.830746037	0
22.02.1988 00:00	0.431135422	0.020104037	0.523379429	0.911844108	3.613193708	1.048539687	6.36E-04
23.02.1988 00:00	1.642685444	0.057485406	1.298802611	5.542021903	2.061745037	0	0
24.02.1988 00:00	5.637686948	6.232395434	5.616794527	1.084888052	5.34595217	7.449689485	8.875680844
25.02.1988 00:00	6.621544409	8.630470148	7.068943618	2.977402284	0.868381736	1.722646327	9.51E-04
26.02.1988 00:00	5.828894556	7.327778288	5.631867976	0	0	1.368099328	0
27.02.1988 00:00	0	0	0	0	0	0	0
28.02.1988 00:00	0.785306971	0.025890045	0.623953918	2.946167472	0.975352621	0	0
29.02.1988 00:00	6.621544409	8.65324188	6.441034431	0	0	6.067397862	8.551695135
01.03.1988 00:00	0	0	0	1.640412311	0.487426422	0	5.40E-04
02.03.1988 00:00	0	0	0	0	0	0	0
03.03.1988 00:00	0	0	0	0	0	0	0
04.03.1988 00:00	0	0	0	0	0	0	0
05.03.1988 00:00	0	0	0	0	0	0	0
06.03.1988 00:00	0.712199352	0.027082508	0.758994446	3.830464108	4.299156923	0.923325241	0.001082054
07.03.1988 00:00	0	0	0	0	0	0	0
08.03.1988 00:00	0	0	0	0	0	0	0
09.03.1988 00:00	9.153680111	7.600384011	8.433733111	17.28859879	8.957140249	2.841017039	0.003567363
10.03.1988 00:00	1.420702524	0.064336306	1.981103251	3.031251315	11.45612352	12.3156217	14.57695459
11.03.1988 00:00	1.39484672	1.881200896	1.249408022	0	0	0.307086907	0
12.03.1988 00:00	8.751798176	7.020232334	9.006047912	10.60552446	3.249600815	1.379381586	0
13.03.1988 00:00	11.255074	12.54903269	11.58586684	1.863729067	7.330002651	12.20212498	10.4170733
14.03.1988 00:00	0	0	0	5.511097242	1.608128622	0	0.001719419
15.03.1988 00:00	0	0	0	0	0	0	0
16.03.1988 00:00	0	0	0	0	0	0	0
17.03.1988 00:00	0	0	0	0	0	0	0
18.03.1988 00:00	0	0	0	0	0	0	0
19.03.1988 00:00	2.297674604	0.085967483	2.116285502	8.843835995	2.911284117	11.74298224	17.27489125
20.03.1988 00:00	12.66754274	14.37884632	14.11986215	7.34572803	11.29160088	5.413856879	0.003407986
21.03.1988 00:00	0	0	0	0	0	0	0
22.03.1988 00:00	0	0	0	0	0	0	0
23.03.1988 00:00	0	0	0	0	0	0	0
24.03.1988 00:00	0	0	0	0	0	0	0
25.03.1988 00:00	0	0	0	0	0	0	0
26.03.1988 00:00	0	0	0	0	0	0	0
27.03.1988 00:00	0	0	0	0	0	0	0
28.03.1988 00:00	0	0	0	0	0	0	0
29.03.1988 00:00	0	0	0	0	0	0	0
30.03.1988 00:00	0	0	0	0	0	0	0
31.03.1988 00:00	0	0	0	0	0	0	0
01.04.1988 00:00	0	0	0	0	0	0	0
02.04.1988 00:00	0	0	0	0	0	0	0
03.04.1988 00:00	0	0	0	0	0	0	0
04.04.1988 00:00	0	0	0	0	0	0	0
05.04.1988 00:00	0	0	0	0	0	0	0
06.04.1988 00:00	0	0	0	0	0	0	0
07.04.1988 00:00	0	0	0	0	0	0	0
08.04.1988 00:00	0	0	0	0	0	0	0
09.04.1988 00:00	0	0	0	0	0	0	0
10.04.1988 00:00	0.237566007	0.308127157	0.237465965	0	0	0.057809749	0
11.04.1988 00:00	0	0	0	0	0	0	0
12.04.1988 00:00	0	0	0	0	0	0	0
13.04.1988 00:00	0	0	0	0	0	0	0
14.04.1988 00:00	0.338966634	0.012746853	0.324524072	1.727006161	1.186944664	0.204163059	3.30E-04
15.04.1988 00:00	0.835072183	0.032421239	0.922324324	2.206196675	4.11805763	1.098536069	6.11E-04
16.04.1988 00:00	0.176778216	0.005882944	0.138108896	2.028081739	0.648574496	6.938304707	12.43053577
17.04.1988 00:00	0.760434266	0.029992697	0.906734552	2.126507019	4.234728983	11.28790398	15.48261342
18.04.1988 00:00	6.172795227	5.645154991	6.153728557	9.570492541	6.417486782	7.878625319	9.255196937
19.04.1988 00:00	0	0	0	0	0	0	0
20.04.1988 00:00	0.126775192	0.006055531	0.167123932	0.261297986	1.09847195	0.308671654	1.64E-04
21.04.1988 00:00	0.176778216	0.005747731	0.159087987	1.355860276	0.383365283	9.32913518	16.88066019
22.04.1988 00:00	2.056022118	0.070290256	1.887648193	7.397615294	7.774434958	70.95688768	127.6269516
23.04.1988 00:00	0.116511194	0.004935666	0.161078953	0.251092162	0.934573157	0.278130205	1.55E-04
24.04.1988 00:00	6.119824536	7.045019983	5.854479762	4.178550813	3.610377364	5.227346199	4.433909224
25.04.1988 00:00	3.04890587	2.811228292	3.067269317	1.895812279	5.183834382	1.790990096	8.40E-04
26.04.1988 00:00	1.311019085	1.748440881	1.41026542	2.179970067	0.53193892	13.49326388	23.16916732
27.04.1988 00:00	2.699335364	2.605706012	2.760727364	0.936425548	3.795362924	1.802390645	7.28E-04
28.04.1988 00:00	2.627112076	3.665548792	2.637752846	0	0	0.60902148	0
29.04.1988 00:00	0	0	0	0	0	0	0
30.04.1988 00:00	1.646341918	0.071345692	2.103375131	7.25975098	11.86230297	17.90603246	23.7834244
01.05.1988 00:00	0	0	0	0.823339899	0.239867748	0	2.48E-04
02.05.1988 00:00	0.1900551	0.007147193	0.146419504	5.910139948	1.65849327	0	0.001496876
03.05.1988 00:00	1.63318951	0.069225849	1.981293273	4.78041645	14.25377068	3.598497412	0.00278926
04.05.1988 00:00	18.57689475	20.81490597	19.02337373	16.04098234	15.44996377	16.62789673	18.63160264
05.05.1988 00:00	3.527700484	0.132130222	2.887193489	13.3246631	6.565009932	9.722683644	16.34345164
06.05.1988 00:00	2.590391745	1.790433272	2.746524056	3.120687438	5.5550476	1.893552404	8.97E-04
07.05.1988 00:00	0.492240171	0.023831424	0.641824533	1.018189865	4.094241862	1.20699742	6.78E-04
08.05.1988 00:00	0.1900551	0.007055499	0.15053075	0.70288752	0.201723692	0	0
09.05.1988 00:00	0	0	0	0	0	0	0
10.05.1988 00:00	0.092948296	0.004478483	0.131339169	0.167699446	0.801811435	0.211859581	1.37E-04
11.05.1988 00:00	0	0	0	0	0	0	0
12.05.1988 00:00	0	0	0	0	0	0	0
13.05.1988 00:00	0	0	0	0	0	0	0
14.05.1988 00:00	5.500751904	5.752099493	5.290873741	3.828623683	1.287489747	13.85886522	20.00116243
15.05.1988 00:00	4.817088007	5.348456282	5.168618781	1.599026282	1.327362763	1.250000927	1.77E-04
16.05.1988 00:00	4.252623488	4.186217182	4.855520663	5.006695035	6.936685259	7.049768881	8.42999893
17.05.1988 00:00	3.603166682	0.16662446	5.224902491	6.582174135	31.11363035	9.461505129	0.005090595
18.05.1988 00:00	2.249808093	0.091164988	2.475483222	6.284017554	9.37163028	2.523561471	0.001419661
19.05.1988 00:00	1.68825469	0.071351432	1.740890717	11.18783145	10.45439586	2.179521673	0.003102854
20.05.1988 00:00	10.07944276	11.77058714	10.06329946	8.500855651	5.809362387	3.478912602	0.00201954
21.05.1988 00:00	6.801068565	8.97282233	6.585558984	1.173878469	0.726870932	6.643975117	9.51105282
22.05.1988 00:00	1.137802933	0.049100611	1.322746003	3.928301114	7.659062805	2.511477952	0.001630204
23.05.1988 00:00	2.207286313	2.498056481	2.314060861	0.105655763	0.478007469	0.68155573	9.12E-05
24.05.1988 00:00	0	0	0	0	0	0	0
25.05.1988 00:00	14.73902067	15.36125618	14.15098361	5.980887617	1.943018013	3.132048748	0
26.05.1988 00:00	5.946708623	8.017375242	6.005096181	0	0	1.387262289	0
27.05.1988 00:00	3.565285842	2.461173789	3.103837915	5.968169565	1.73590821	4.738991972	7.805426644
28.05.1988 00:00	0	0	0	0	0	0	0
29.05.1988 00:00	0.957166239	0.040325324	1.26126934	8.324025598	9.114155935	11.13962487	14.81373905
30.05.1988 00:00	0.876315601	0.037656114	0.997733268	2.395273363	4.851159836	1.164014698	7.30E-04
31.05.1988 00:00	1.918967132	0.075594919	1.923816958	7.104757597	5.163203059	0.960621321	7.11E-04
01.06.1988 00:00	1.078194796	0.041831735	1.08017672	8.998312976	4.953872912	0.72183723	0.002047386
02.06.1988 00:00	3.160867305	1.536932978	3.156487903	6.809910212	6.302164408	1.367885578	7.68E-04
03.06.1988 00:00	7.635932538	8.512296898	8.277766351	1.275975007	2.23068553	2.081907609	3.26E-04
04.06.1988 00:00	1.242778059	0.047621059	1.275388009	3.189074247	5.024646056	17.20520313	26.37823323
05.06.1988 00:00	0.356223936	0.015969186	0.503372386	0.67699291	3.028270544	27.63998405	47.79823867
06.06.1988 00:00	0	0	0	0	0	0	0
07.06.1988 00:00	1.69666569	0.068734784	1.856470519	12.44176536	12.16359072	2.789633346	0.003985119
08.06.1988 00:00	1.898841764	2.639637698	1.903050308	0	0	15.82307643	24.78625106
09.06.1988 00:00	7.975643569	5.536518507	7.429544333	12.87031899	13.92329593	4.317179069	0.002121962
10.06.1988 00:00	11.97962524	10.97247863	13.5142221	11.88066402	17.32141287	6.832274954	0.004087651
11.06.1988 00:00	30.74330365	31.78939103	33.84521605	23.09073642	31.13417614	25.20578945	21.38341098
12.06.1988 00:00	28.67962588	32.52786236	31.12904429	12.26609254	26.85624827	28.1480641	22.8776802
13.06.1988 00:00	15.14637364	18.62421834	13.61878033	10.74371585	6.820735904	23.59353852	33.31246917
14.06.1988 00:00	16.5698528	18.61272176	15.1593379	11.30183119	13.00738012	12.17953231	10.73297175
15.06.1988 00:00	25.21533397	30.34529925	25.32757147	17.28393348	11.2031713	40.39106369	64.64256128
16.06.1988 00:00	17.03404027	17.05998866	16.24935237	15.92820863	13.23322916	21.96277787	27.2524519
17.06.1988 00:00	38.02866532	32.92107061	35.45270757	39.95488638	36.25610421	17.81889943	7.696608891
18.06.1988 00:00	8.085070674	10.43444773	7.24856503	6.618248707	1.94661272	1.646656797	0.001472251
19.06.1988 00:00	8.894051956	9.240808748	9.245019944	7.580520758	6.622884043	13.14110126	16.18412943
20.06.1988 00:00	9.942955961	11.73782004	9.18364991	11.66010327	2.83465014	2.551738607	0.003590753
21.06.1988 00:00	15.15545232	17.66163584	15.4139586	11.8565498	10.0712685	5.405614722	0.002964398
22.06.1988 00:00	24.76561345	28.57114855	27.12829342	15.95401388	16.79978166	9.511911234	0.003722617
23.06.1988 00:00	4.461909537	2.311615749	4.360196037	9.091338556	4.934399031	1.187765149	4.28E-04
24.06.1988 00:00	8.301787322	7.051971489	9.553624116	7.097952764	19.32161627	36.25006183	51.54086522
25.06.1988 00:00	31.18089561	37.63849785	28.13409967	13.63813441	15.26427581	10.12557757	0.003440903
26.06.1988 00:00	3.514297013	1.341084822	3.02601599	13.20986351	6.413086319	51.40898101	82.47830556
27.06.1988 00:00	15.73638934	16.28004622	17.03262084	11.0249467	15.03268208	9.981046701	5.537123876
28.06.1988 00:00	0	0	0	0	0	0	0
29.06.1988 00:00	0	0	0	3.823812218	1.028033535	0	0.001113742
30.06.1988 00:00	2.81007867	2.917210513	2.552083675	1.714670137	0.613313176	0.529633095	0
01.07.1988 00:00	6.93738244	6.044213492	6.4998084	18.14473149	6.029041129	1.29722374	0.003304486
02.07.1988 00:00	36.47178847	38.70951499	38.73476259	16.0931079	48.2808863	21.01155928	0.008619031
03.07.1988 00:00	7.101937777	7.538587394	7.782066824	14.57458967	8.296737384	28.8083438	45.85504305
04.07.1988 00:00	5.729411207	3.375905368	5.710799004	12.20753189	10.59121382	2.609356934	0.002432184
05.07.1988 00:00	26.26419202	29.39628437	25.19561109	13.5040084	6.688168466	17.45167771	18.94384169
06.07.1988 00:00	4.653731062	2.730216742	4.930303336	9.621916835	20.28439081	18.10158884	24.66689426
07.07.1988 00:00	16.53629908	14.50248335	16.35572098	28.07189499	8.437520333	31.79747485	48.77901189
08.07.1988 00:00	43.67064885	44.86277059	40.25896605	48.77650796	45.20482303	26.22095317	16.22389711
09.07.1988 00:00	24.80883071	25.46622942	23.66574929	18.83679529	5.958960753	24.87098504	37.41082116
10.07.1988 00:00	25.32039014	24.16490228	24.05857265	27.31957444	46.13904048	28.87073058	18.48018433
11.07.1988 00:00	15.38592241	14.08269992	16.03403702	30.10630105	9.483644759	32.44779569	49.58519937
12.07.1988 00:00	12.72989917	9.691961212	14.05624301	13.48574166	43.84026373	46.42355092	50.52593214
13.07.1988 00:00	23.3471092	29.34524377	23.83209208	9.555465011	5.091735425	41.13987723	53.15012969
14.07.1988 00:00	25.92226956	28.02909673	28.17364887	14.18723689	14.25503059	8.025983766	0.004736069
15.07.1988 00:00	16.83981573	15.33727316	19.12039994	18.46720399	35.5009479	11.76608168	0.007104992
16.07.1988 00:00	32.61622492	33.47710365	33.95267422	20.87426243	56.86964056	43.9479157	33.74615851
17.07.1988 00:00	37.42281442	41.28038262	39.00368739	25.32011918	13.98593994	9.676180302	0.001986456
18.07.1988 00:00	47.32575104	54.68017207	47.21829596	11.46905732	22.42444339	17.2053889	0.003958702
19.07.1988 00:00	9.156697468	9.788508095	10.27483559	10.79291844	11.26187426	10.4543537	10.37553244
20.07.1988 00:00	19.16945933	24.61294066	19.49841802	15.22785811	7.641162164	4.816183201	0.004098052
21.07.1988 00:00	26.66947087	26.10329339	27.6171526	33.60858614	35.66095431	54.77073295	78.21035409
22.07.1988 00:00	22.30646975	24.96296833	20.0915415	31.04520467	13.7320691	11.12762215	9.410571074
23.07.1988 00:00	22.06111126	20.0106786	22.49605889	29.78377466	34.20337162	10.37336787	0.006334452
24.07.1988 00:00	16.28602473	19.62238699	16.17298162	6.535428471	6.31279579	13.27905367	11.42385168
25.07.1988 00:00	14.72716546	9.168593227	13.97153442	32.83059361	38.93666635	28.48134913	28.63960634
26.07.1988 00:00	16.60708765	17.45518442	17.38002069	6.601948605	7.098330853	5.01743938	0.001063662
27.07.1988 00:00	4.161052637	3.512887009	4.155140005	3.502662736	5.088732161	13.56399707	19.09686857
28.07.1988 00:00	9.065843368	2.4065354	9.032247757	27.98585723	32.4368155	23.23453167	23.78221984
29.07.1988 00:00	11.74212407	10.44350491	11.78265179	9.109203661	13.55981389	13.79150132	14.68043317
30.07.1988 00:00	5.656009875	5.294280164	5.666219025	8.898807306	3.801674958	17.01101617	22.75313631
31.07.1988 00:00	26.0894696	19.19325554	28.85525455	59.85083751	55.97729031	31.54719919	21.06090723
01.08.1988 00:00	54.97591058	57.23992498	60.36061054	62.18727325	67.43230233	50.83937631	51.34382262
02.08.1988 00:00	2.25054145	2.043380418	2.328679605	2.247340645	2.784334402	0.949068177	4.29E-04
03.08.1988 00:00	0.106849713	0.003408876	0.092324121	0.417520863	0.120706141	0	0
04.08.1988 00:00	8.870451502	11.45798043	9.405745093	2.147593728	0.697836458	9.767255875	14.24269819
05.08.1988 00:00	27.89901361	26.76272091	27.45215495	18.87805502	15.85135936	7.777059336	0.002987666
06.08.1988 00:00	27.25561814	31.13957266	27.89507362	16.51814262	19.58237048	25.49760494	26.9531634
07.08.1988 00:00	34.17696493	29.81078337	32.03158312	56.87999621	49.58572384	15.82464343	0.013436351
08.08.1988 00:00	3.052157318	3.577387996	3.009156116	0	0	19.41577324	28.65404726
09.08.1988 00:00	10.23974133	6.864056978	10.86973531	14.82985698	26.35542299	18.48368826	15.45987549
10.08.1988 00:00	32.16073296	32.19362023	32.78471446	23.63953693	39.8752699	48.65021787	53.47851388
11.08.1988 00:00	72.25590126	76.74662281	65.84823185	35.04382694	34.34490008	30.84845161	18.04446116
12.08.1988 00:00	15.967171	10.9029038	15.94129854	25.47857275	21.79412217	7.860454227	0.004159108
13.08.1988 00:00	15.3329435	16.84446903	16.38297948	7.575304846	7.703050438	26.45387419	33.77344477
14.08.1988 00:00	28.36429143	36.96868384	25.92538657	8.441748702	4.533419485	6.965499456	0.001278695
15.08.1988 00:00	54.82875857	59.31646799	51.23987935	44.9879114	45.5563705	27.09083257	4.594540581
16.08.1988 00:00	11.1720427	14.51828894	10.34265225	1.199321099	1.788300848	2.953080104	2.32E-04
17.08.1988 00:00	30.04388857	34.49645011	32.41055651	12.97923853	18.45237883	17.74570777	9.748343962
18.08.1988 00:00	23.34984893	24.28257121	25.28849042	20.20914907	23.17064714	12.31913969	3.775891608
19.08.1988 00:00	18.03862462	16.81047964	19.66765191	20.86430016	15.72394157	37.07203596	57.46225234
20.08.1988 00:00	17.44465409	20.37276235	19.03172389	13.90634674	14.52650345	11.39683516	7.17151547
21.08.1988 00:00	24.37206521	26.56238803	23.52444834	9.718878641	5.862532235	15.78951442	14.44117054
22.08.1988 00:00	47.60084249	57.79180157	50.79073325	24.47601865	28.93351166	15.09499764	0.00568052
23.08.1988 00:00	55.20014735	62.38470936	56.5610791	24.82448537	15.89101415	18.87282894	5.661118174
24.08.1988 00:00	25.53830721	30.36467547	25.1780671	8.044631087	7.402168065	7.576676121	0.002289207
25.08.1988 00:00	37.24921308	40.04159961	40.28841423	14.64315096	10.03291869	31.77588763	42.28829967
26.08.1988 00:00	14.24728274	15.83381777	14.0839898	11.79041067	13.35272971	12.8249584	12.80384771
27.08.1988 00:00	7.666681126	7.127353163	8.011825685	12.42718442	7.112075614	14.3353549	19.11462157
28.08.1988 00:00	27.44835303	34.39476745	29.57284426	12.98741672	10.34344604	29.87127165	33.94124683
29.08.1988 00:00	68.36878339	69.18756386	61.88913292	56.52260684	44.07240249	38.06903379	24.91049427
30.08.1988 00:00	10.85998246	11.49155288	10.76789567	8.086568769	8.495712209	19.25316456	28.26008913
31.08.1988 00:00	8.374582543	10.98064748	7.882588973	0	0	13.51318735	17.33950472
01.09.1988 00:00	20.72923275	19.06912856	18.96938312	15.81783878	20.45315748	9.308474371	0.003889165
02.09.1988 00:00	14.56401549	15.2649452	15.3552169	15.21701053	12.99631393	23.58791037	33.2871253
03.09.1988 00:00	5.977479382	4.295077536	6.559114298	5.637233709	17.0690935	13.39190212	15.19433392
04.09.1988 00:00	29.41215366	39.92549649	30.07599857	3.618394949	4.524147719	7.497846489	6.23E-04
05.09.1988 00:00	13.07257659	16.93527893	13.62145827	0	0	8.746778227	11.13713972
06.09.1988 00:00	33.61113026	25.76673878	36.78816647	51.17328715	62.99935445	52.84468639	48.2061738
07.09.1988 00:00	39.36690877	50.13848482	42.71537359	13.40884716	14.05689935	12.48224728	0.00342034
08.09.1988 00:00	17.35778392	13.04235908	18.45817534	24.76811174	28.4834082	14.01813324	9.296303911
09.09.1988 00:00	21.17712364	21.23820529	20.96628243	12.70295941	9.43457198	25.17154081	32.29934975
10.09.1988 00:00	21.30151102	27.650644	21.44474629	3.434395773	6.188008494	9.531632228	5.075676942
11.09.1988 00:00	1.477162818	1.797278994	1.557764457	0	0	0.381141683	0
12.09.1988 00:00	0	0	0	0	0	0	0
13.09.1988 00:00	3.539520799	4.141656461	3.45514895	0	0	4.375038935	6.578527794
14.09.1988 00:00	1.708916153	0.065278581	1.777575165	4.795511706	6.964242561	6.189249765	8.477158003
15.09.1988 00:00	0	0	0	0	0	0	0
16.09.1988 00:00	6.018687165	2.795107057	6.264389514	14.32941543	23.95823932	6.27003173	0.004739365
17.09.1988 00:00	1.751401332	0.065887669	1.610171667	5.81373266	3.350738219	0.604333211	3.57E-04
18.09.1988 00:00	1.699324853	0.070058207	1.687671819	5.916851047	7.230096869	5.014572856	5.669970387
19.09.1988 00:00	0.39093347	0.012905137	0.321719842	1.483630654	0.468717677	0	0
20.09.1988 00:00	0	0	0	0	0	0	0
21.09.1988 00:00	13.30468805	15.60977384	12.97917622	0.676013087	1.25104658	3.068863932	1.85E-04
22.09.1988 00:00	0.790789039	0.024813817	0.6491138	2.799152353	0.834449191	0	0
23.09.1988 00:00	0.796822168	0.029724944	0.897844974	4.969102666	4.277628007	0.908434849	0.001445075
24.09.1988 00:00	0.91006311	0.039482222	1.316248358	3.478627342	7.144459183	5.790660928	5.139702738
25.09.1988 00:00	6.56406859	7.189902242	7.201501654	1.193618333	5.16586754	10.80705305	12.70837702
26.09.1988 00:00	2.725401036	3.675642595	2.509460071	0	0	0.629953598	0
27.09.1988 00:00	3.539520799	4.919736592	3.231205593	0	0	0.770749901	0
28.09.1988 00:00	14.24432451	20.05547297	12.85788125	0	0	3.057147708	0
29.09.1988 00:00	7.589201714	10.04752159	7.59572732	0	0	1.96162315	0
30.09.1988 00:00	2.725401036	3.684626391	2.494568244	0	0	0.625647395	0
01.10.1988 00:00	0	0	0	0	0	0	0
02.10.1988 00:00	0	0	0	6.420588707	1.706115957	0	0.002109093
03.10.1988 00:00	0	0	0	0	0	0	0
04.10.1988 00:00	1.477162818	1.767121195	1.335403151	0	0	0.34457929	0
05.10.1988 00:00	13.90358987	18.71181117	12.37553452	2.139090433	0.553156565	2.99028175	5.28E-04
06.10.1988 00:00	0.98909787	0.035605045	0.933830816	3.186649636	2.114476442	0.285554807	1.82E-04
07.10.1988 00:00	0	0	0	0	0	0	0
08.10.1988 00:00	0	0	0	0	0	0	0
09.10.1988 00:00	0	0	0	0	0	0	0
10.10.1988 00:00	0	0	0	0	0	0	0
11.10.1988 00:00	0	0	0	0	0	0	0
12.10.1988 00:00	0	0	0	0	0	0	0
13.10.1988 00:00	0	0	0	0	0	0	0
14.10.1988 00:00	0	0	0	0	0	9.64106377	15.46278158
15.10.1988 00:00	0	0	0	0	0	0	0
16.10.1988 00:00	0	0	0	0	0	0	0
17.10.1988 00:00	0	0	0	0	0	0	0
18.10.1988 00:00	0	0	0	0	0	0	0
19.10.1988 00:00	0	0	0	0	0	0	0
20.10.1988 00:00	0	0	0	0	0	0	0
21.10.1988 00:00	0	0	0	0	0	0	0
22.10.1988 00:00	0	0	0	0	0	0	0
23.10.1988 00:00	0	0	0	0	0	0	0
24.10.1988 00:00	0	0	0	0	0	0	0
25.10.1988 00:00	0	0	0	0	0	0	0
26.10.1988 00:00	0	0	0	0	0	0	0
27.10.1988 00:00	0	0	0	0	0	0	0
28.10.1988 00:00	0	0	0	0	0	0	0
29.10.1988 00:00	0	0	0	0	0	0	0
30.10.1988 00:00	0	0	0	0	0	0	0
31.10.1988 00:00	0	0	0	0	0	0	0
01.11.1988 00:00	0	0	0	0	0	0	0
02.11.1988 00:00	0	0	0	0	0	0	0
03.11.1988 00:00	0	0	0	0	0	0	0
04.11.1988 00:00	1.926430754	0.083277352	2.828123527	10.32451782	16.48349306	8.738403162	7.007301018
05.11.1988 00:00	2.019955909	0.091287605	2.474449253	4.337949799	15.61332659	4.955878568	0.003124716
06.11.1988 00:00	2.206909748	0.093829139	2.972055938	7.414878238	19.91008159	13.96780494	14.34030505
07.11.1988 00:00	0	0	0	0	0	0	0
08.11.1988 00:00	0	0	0	0	0	0	0
09.11.1988 00:00	0	0	0	0	0	0	0
10.11.1988 00:00	15.28467821	19.18071693	16.08858293	0	0	3.850811378	0
11.11.1988 00:00	0	0	0	0	0	0	0
