@dataValueAttribs			
precip	0	9999	mm
@dataSetAttribs			
missingDataVal	-9999		
dataStart	01.01.1987 00:00		
dataEnd	31.12.1990 00:00		
tres	d		
@statAttribVal			
name	Station 5		
ID	5		
elevation	1966		
x	467466		
y	3039374		
dataColumn	5		
@dataVal			
01.01.1987 00:00	9.13545		
02.01.1987 00:00	8.295		
03.01.1987 00:00	11.5		
04.01.1987 00:00	8.5		
05.01.1987 00:00	4.41		
06.01.1987 00:00	8.439		
07.01.1987 00:00	3.70845		
08.01.1987 00:00	10.235		
09.01.1987 00:00	10.379		
10.01.1987 00:00	8.67		
11.01.1987 00:00	1.265		
12.01.1987 00:00	4.41		
13.01.1987 00:00	1.955		
14.01.1987 00:00	7.395		
15.01.1987 00:00	10.5		
16.01.1987 00:00	7.134		
17.01.1987 00:00	4.8843		
18.01.1987 00:00	11.155		
19.01.1987 00:00	9.416		
20.01.1987 00:00	4.76		
21.01.1987 00:00	5.7888		
22.01.1987 00:00	10.605		
23.01.1987 00:00	11.73		
24.01.1987 00:00	8.67		
25.01.1987 00:00	10.71		
26.01.1987 00:00	8.961		
27.01.1987 00:00	9.13545		
28.01.1987 00:00	3.335		
29.01.1987 00:00	3.638		
30.01.1987 00:00	6.545		
31.01.1987 00:00	5.33655		
01.02.1987 00:00	10.185		
02.02.1987 00:00	11.845		
03.02.1987 00:00	6.545		
04.02.1987 00:00	3.255		
05.02.1987 00:00	8.787		
06.02.1987 00:00	9.13545		
07.02.1987 00:00	12.42		
08.02.1987 00:00	10.807		
09.02.1987 00:00	7.225		
10.02.1987 00:00	8.1405		
11.02.1987 00:00	4.2		
12.02.1987 00:00	0		
13.02.1987 00:00	1.615		
14.02.1987 00:00	7.56		
15.02.1987 00:00	3.567		
16.02.1987 00:00	3.0753		
17.02.1987 00:00	11.155		
18.02.1987 00:00	7.811		
19.02.1987 00:00	8.67		
20.02.1987 00:00	7.86915		
21.02.1987 00:00	11.235		
22.02.1987 00:00	11.96		
23.02.1987 00:00	9.095		
24.02.1987 00:00	9.45		
25.02.1987 00:00	8.613		
26.02.1987 00:00	7.236		
27.02.1987 00:00	1.955		
28.02.1987 00:00	11.556		
01.03.1987 00:00	9.35		
02.03.1987 00:00	9.7686		
03.03.1987 00:00	10.185		
04.03.1987 00:00	7.13		
05.03.1987 00:00	6.885		
06.03.1987 00:00	5.145		
07.03.1987 00:00	6.525		
08.03.1987 00:00	6.60285		
09.03.1987 00:00	9.03		
10.03.1987 00:00	7.383		
11.03.1987 00:00	6.63		
12.03.1987 00:00	0		
13.03.1987 00:00	3.885		
14.03.1987 00:00	3.105		
15.03.1987 00:00	4.845		
16.03.1987 00:00	0.42		
17.03.1987 00:00	6.699		
18.03.1987 00:00	9.31635		
19.03.1987 00:00	11.73		
20.03.1987 00:00	8.346		
21.03.1987 00:00	9.18		
22.03.1987 00:00	9.13545		
23.03.1987 00:00	6.51		
24.03.1987 00:00	2.07		
25.03.1987 00:00	2.975		
26.03.1987 00:00	2.205		
27.03.1987 00:00	9.483		
28.03.1987 00:00	9.85905		
29.03.1987 00:00	6.555		
30.03.1987 00:00	3.531		
31.03.1987 00:00	6.63		
01.04.1987 00:00	8.05005		
02.04.1987 00:00	9.87		
03.04.1987 00:00	12.88		
04.04.1987 00:00	9.01		
05.04.1987 00:00	10.815		
06.04.1987 00:00	8.787		
07.04.1987 00:00	7.14		
08.04.1987 00:00	3.105		
09.04.1987 00:00	4.173		
10.04.1987 00:00	8.5		
11.04.1987 00:00	9.5877		
12.04.1987 00:00	12.18		
13.04.1987 00:00	12.305		
14.04.1987 00:00	9.605		
15.04.1987 00:00	11.445		
16.04.1987 00:00	9.483		
17.04.1987 00:00	7.7787		
18.04.1987 00:00	9.66		
19.04.1987 00:00	5.992		
20.04.1987 00:00	4.505		
21.04.1987 00:00	4.7034		
22.04.1987 00:00	3.15		
23.04.1987 00:00	12.19		
24.04.1987 00:00	7.905		
25.04.1987 00:00	11.97		
26.04.1987 00:00	6.72		
27.04.1987 00:00	1.35675		
28.04.1987 00:00	7.935		
29.04.1987 00:00	3.424		
30.04.1987 00:00	1.785		
01.05.1987 00:00	7.0551		
02.05.1987 00:00	4.935		
03.05.1987 00:00	2.07		
04.05.1987 00:00	6.035		
05.05.1987 00:00	6.195		
06.05.1987 00:00	1.305		
07.05.1987 00:00	5.15565		
08.05.1987 00:00	9.775		
09.05.1987 00:00	10.058		
10.05.1987 00:00	9.52		
11.05.1987 00:00	10.4922		
12.05.1987 00:00	11.025		
13.05.1987 00:00	10.695		
14.05.1987 00:00	10.185		
15.05.1987 00:00	10.71		
16.05.1987 00:00	10.614		
17.05.1987 00:00	10.6731		
18.05.1987 00:00	14.03		
19.05.1987 00:00	13.054		
20.05.1987 00:00	9.35		
21.05.1987 00:00	5.427		
22.05.1987 00:00	8.295		
23.05.1987 00:00	12.995		
24.05.1987 00:00	10.795		
25.05.1987 00:00	11.655		
26.05.1987 00:00	10.614		
27.05.1987 00:00	8.6832		
28.05.1987 00:00	9.43		
29.05.1987 00:00	7.276		
30.05.1987 00:00	7.65		
31.05.1987 00:00	6.1506		
01.06.1987 00:00	7.35		
02.06.1987 00:00	10.925		
03.06.1987 00:00	1.19		
04.06.1987 00:00	1.68		
05.06.1987 00:00	2.697		
06.06.1987 00:00	1.809		
07.06.1987 00:00	9.66		
08.06.1987 00:00	4.28		
09.06.1987 00:00	6.12		
10.06.1987 00:00	1.9899		
11.06.1987 00:00	2.205		
12.06.1987 00:00	9.315		
13.06.1987 00:00	8.925		
14.06.1987 00:00	7.455		
15.06.1987 00:00	5.568		
16.06.1987 00:00	3.618		
17.06.1987 00:00	1.035		
18.06.1987 00:00	2.461		
19.06.1987 00:00	9.435		
20.06.1987 00:00	3.0753		
21.06.1987 00:00	0		
22.06.1987 00:00	0.115		
23.06.1987 00:00	0		
24.06.1987 00:00	0.42		
25.06.1987 00:00	6.873		
26.06.1987 00:00	2.8944		
27.06.1987 00:00	0.69		
