@dataValueAttribs			
tmean	-273	9999	degC
@dataSetAttribs			
missingDataVal	-9999		
dataStart	01.01.1987 00:00		
dataEnd	31.12.1990 00:00	
tres	d		
@statAttribVal			
name	Station 7		
ID	7		
elevation	1796		
x	475841		
y	3025970		
dataColumn	7		
@dataVal			
01.01.1987 00:00	8.244		
02.01.1987 00:00	7.244		
03.01.1987 00:00	7.894		
04.01.1987 00:00	7.644		
05.01.1987 00:00	8.794		
06.01.1987 00:00	10.144		
07.01.1987 00:00	10.194		
08.01.1987 00:00	11.744		
09.01.1987 00:00	10.444		
10.01.1987 00:00	10.944		
11.01.1987 00:00	9.644		
12.01.1987 00:00	10.594		
13.01.1987 00:00	8.694		
14.01.1987 00:00	10.144		
15.01.1987 00:00	9.694		
16.01.1987 00:00	10.994		
17.01.1987 00:00	10.294		
18.01.1987 00:00	10.994		
19.01.1987 00:00	10.644		
20.01.1987 00:00	10.244		
21.01.1987 00:00	9.444		
22.01.1987 00:00	9.744		
23.01.1987 00:00	11.444		
24.01.1987 00:00	11.594		
25.01.1987 00:00	10.144		
26.01.1987 00:00	11.244		
27.01.1987 00:00	10.994		
28.01.1987 00:00	10.944		
29.01.1987 00:00	9.544		
30.01.1987 00:00	10.544		
31.01.1987 00:00	12.444		
01.02.1987 00:00	11.094		
02.02.1987 00:00	10.894		
03.02.1987 00:00	11.844		
04.02.1987 00:00	7.294		
05.02.1987 00:00	7.944		
06.02.1987 00:00	9.844		
07.02.1987 00:00	12.194		
08.02.1987 00:00	10.594		
09.02.1987 00:00	10.494		
10.02.1987 00:00	10.694		
11.02.1987 00:00	10.644		
12.02.1987 00:00	10.494		
13.02.1987 00:00	11.944		
14.02.1987 00:00	12.994		
15.02.1987 00:00	12.694		
16.02.1987 00:00	11.494		
17.02.1987 00:00	12.594		
18.02.1987 00:00	11.494		
19.02.1987 00:00	11.844		
20.02.1987 00:00	12.594		
21.02.1987 00:00	13.294		
22.02.1987 00:00	13.044		
23.02.1987 00:00	13.694		
24.02.1987 00:00	14.094		
25.02.1987 00:00	14.344		
26.02.1987 00:00	14.494		
27.02.1987 00:00	11.044		
28.02.1987 00:00	10.694		
01.03.1987 00:00	11.144		
02.03.1987 00:00	11.794		
03.03.1987 00:00	11.344		
04.03.1987 00:00	11.694		
05.03.1987 00:00	12.544		
06.03.1987 00:00	12.744		
07.03.1987 00:00	12.694		
08.03.1987 00:00	13.794		
09.03.1987 00:00	12.694		
10.03.1987 00:00	12.744		
11.03.1987 00:00	11.544		
12.03.1987 00:00	9.294		
13.03.1987 00:00	9.194		
14.03.1987 00:00	10.344		
15.03.1987 00:00	11.594		
16.03.1987 00:00	12.044		
17.03.1987 00:00	13.744		
18.03.1987 00:00	13.944		
